crop_type,year,harvest_product,total_harvested,harvested_unit,field_id,org_id
CROP.SOYBEAN.COMMERCIAL,2014,grain,35438.29049,bu,30f2912152467138c78c9fc93dd7c190ae7d134d,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2015,grain,65749.31948,bu,2dfb65e56a186dd05bd5028e00e9d2fc515ae9af,b3bd5efa1dbecf1a1a564b8bc6303c4a2c162fb1
CROP.CORN.COMMERCIAL,2015,grain,75866.7051,bu,5515725bb6b49404609a487ad7c78a6756d06c25,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,54513.15529,bu,9a3308fd26e1210e145b334b1c3e170f34e567e3,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,63695.2392,bu,fcd0248878ee8a137d57a8dc8f480436804e2189,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,86784.25262,bu,f0cf77d67eafd85e0f9bdbbf7887c927dd09f75d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,12022.98207,bu,5f0adb62b16572c53c2068b0110b484de2496df5,564e50b68ab1574426851440c6e42ae5022a5a74
CROP.SOYBEAN.COMMERCIAL,2015,grain,35372.14525,bu,d7dd22655ab1d0b6bcc57ac1f3d0dd8e4bee8cb7,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2014,grain,96547.36922,bu,c76cbddf578b63db97af9721a831b30f2d73db18,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,9350.667761,bu,ed7e44f184a071a25c905e1ee9f73c6741e0bd01,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,21014.4869,bu,f5bdcea5be6419667141f4a83283645ed68d0890,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,47118.75417,bu,a11ab706c2f1348764a6a67fd9928c5875c6e543,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,60366.64547,bu,0f6fc21fe4ea2504732646df3412362a0c3440e1,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,86104.93249,bu,b578e6be1ede28c8999d8d0da70ab8a80bdbcd53,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,25602.60647,bu,4da7eb451613f4e33463ea474b2d24f51d0540ff,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,134799.1031,bu,d8af4f1c279187449da52e16a27539c9ce1344d2,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2017,grain,91307.00379,bu,d2ed090d89a4a499a5bd4e849a343a12fe983c08,1d427ae4148dfebbd56f904a0de246fd89712cf0
CROP.CORN.COMMERCIAL,2017,grain,170897.7085,bu,9493472814cf7f3fd40c532c1976a6051387db0a,485482977cd1d502b0b51d03d22710ae857ba701
CROP.SOYBEAN.COMMERCIAL,2015,grain,2780.60283,bu,8901f562983ecebf44e9443be506c9f6269582e5,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,22863.36888,bu,6a91478980fbdf4d9229ae3a1174e3f90c50c63e,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,44384.62889,bu,b1e493ac8a1760597dd7bd7c1e12541b43e7e51a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,13821.72019,bu,ed6c2846f20f0ea61ef43a699483ca56fb22655d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,73179.43842,bu,f6d743e9583b9fda6ca92a7ec90d57a9caf08376,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,53378.34767,bu,a17cec4433a71722240d5ab3d3287d96b3d23110,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,31573.75439,bu,a82b63774a05b3cee8f7afb82350f24e92176bd1,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,125696.7292,bu,f0cf77d67eafd85e0f9bdbbf7887c927dd09f75d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,73595.7128,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,24887.09565,bu,c76cbddf578b63db97af9721a831b30f2d73db18,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,30585.246,bu,17fb6f731b1813591630f4d67c5f683e27b5cf07,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2016,grain,38089.0427,bu,cb0575a03b83d7234b74a8dbb1022b42ff17dcc6,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,8171.54726,bu,de5bf9fd04e342823175dba3e765c067b1e28edf,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2017,grain,7441.857462,bu,396eaf77e4048a0c54a12f5ccb988b0702d0e10c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,45873.07254,bu,4121834a9baaea73c915c887530ce4634162c45e,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,61618.19506,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2015,grain,20228.13574,bu,3b8adebd92084b14e88c1c002d1975ae15779e13,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,26999.80831,bu,efefc9519f82ea868be1741749c399d235d34c2c,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,40815.64463,bu,ed6c2846f20f0ea61ef43a699483ca56fb22655d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,28609.09139,bu,ce8405c765887b5dfb9f167609ba8610c9a9cd2b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,3926.622694,bu,9b0fcd935d456d6978fc129fdea6c77a39558462,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,6626.889107,bu,6c6ce527973c4953e1c6294e3e45093a00b1a41b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,49242.95097,bu,9dbaffe968f8b893078eefd7751f53bb2f71d6be,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,107057.2791,bu,daeab438051b9d0a654659b7f038f08b44c184af,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,32644.05332,bu,00ed44d041d6b0f8a538b2815fdb34b2dcee329c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,47032.91846,bu,edc2c9424c71ce5c17039db8b06a8c1bb0f72026,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2015,grain,9110.33074,bu,69ae47efa7bdab571b94f716d988985f9159adf2,b3bd5efa1dbecf1a1a564b8bc6303c4a2c162fb1
CROP.CORN.COMMERCIAL,2016,grain,85311.596,bu,4ff655b60afc6850d2991df66301b3cddacedaa9,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,109549.9349,bu,4acf2d77af0d2a23020b0e33416f0f911435b6fb,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,45007.90378,bu,94e7f1d73f150ff706c27b56dbc195585f90a1a4,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2016,grain,55566.38004,bu,bc023d81ccde0b0542f954f8087d3ca54478f189,ced5d63baaa0323be6503a0fa952c684ddce8745
CROP.CORN.COMMERCIAL,2017,grain,35400.559,bu,d8af4f1c279187449da52e16a27539c9ce1344d2,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2016,grain,107356.7477,bu,075041a114b9768612d10b7ea78b3d8cba71521c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,2670.559113,bu,4f066ef6d07405fb98f7c15a1d8a080013863a9f,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2014,grain,111629.3193,bu,3b8ad599ef4028a067f4e67b3a649cc226e1a776,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2017,grain,85091.92188,bu,9f54f5fd07b24284fab1aa98ad6ac8e16cd07fa8,bb2187d34c27359e4e0c513ba47b0451c42907e9
CROP.SOYBEAN.COMMERCIAL,2015,grain,38559.03828,bu,5326c640348588b6c69ff9662ad0dfa6c2b1597f,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,70197.149,bu,d86416f15046fe3e24bc4efecc70abfdee760f57,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,45397.01935,bu,2ddd1b7314344df9dfe64a2df07c15848174cd24,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,65906.88061,bu,76b3404e1408425ecb16852172e5066e8bb82f1f,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2015,grain,55548.89919,bu,04aa2c573e5e029dc25c2a5ed84df869f5ef7ec6,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.SOYBEAN.COMMERCIAL,2017,grain,5077.833211,bu,50ed458ee581b7be7693e0e768d7c612cb4489f4,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,24716.5877,bu,478c6e58b93552db51e3f44f6727e5ca5d337b76,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,54412.25109,bu,b578e6be1ede28c8999d8d0da70ab8a80bdbcd53,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,32806.04191,bu,42352eb4d6f767b18afdd56d13f9abe653514d7d,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,16229.00805,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2016,grain,108455.6854,bu,930a31b273111ac76f4f8785152d93e799150f9c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,37374.3645,bu,bfd5165a98f321707b4828d0261a9886a94077ae,7853306a8cfa951541aef8f4f8374ad845894a4a
CROP.SOYBEAN.COMMERCIAL,2015,grain,11680.23377,bu,50ed458ee581b7be7693e0e768d7c612cb4489f4,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,62010.09716,bu,b25ddb082807ff10842b24af3397decd61eb446b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,84322.48046,bu,bae06f0e4203f21817bfde0a70762b443a3b39da,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,11062.55592,bu,90c415b0c7b5ee9d3e769e8f5a5fe18537fe9e9b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,66340.94383,bu,ed5925414c882633205cadfd0becc5481570a541,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,83878.70081,bu,69f0ae736d5424971548eeec0f9614036c2fc2eb,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,28169.24513,bu,a60c51fe349de8f5028c0dca9b14bfe66ea9b53c,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,28062.44768,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,62628.97708,bu,d64f46e52ae55b85c21ab96be025236df9687773,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2016,grain,35909.29273,bu,9713fdcb2ec5f9923f9aa99557a4deb89a994cde,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,16200.19105,bu,6a516d03f00c881822f76311f39a9237588d1f53,2498aa02bfe5084932147db868715faf88ffcb41
CROP.SOYBEAN.COMMERCIAL,2015,grain,7303.397076,bu,66ee7d7025154e3aaa2bd3fb6974d33293eaa8de,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,47420.05971,bu,dbc1127227c9b346ac662dc0e5d81e36bc32ea72,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2016,grain,56163.99645,bu,d680800b4acc327425bf24f52e992aaffa610600,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,18837.05633,bu,85829f5fe8238630a438305b7ffaf1880c478caa,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,3246.007256,bu,930a31b273111ac76f4f8785152d93e799150f9c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,61113.41661,bu,4acf2d77af0d2a23020b0e33416f0f911435b6fb,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,19772.32306,bu,32feca2bc2fd5dd3f92c0c9a3ccf1b388a991258,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,24324.58666,bu,77d920b08a99d1714a610a8dba95ac0c8a24363d,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,42498.86441,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,34670.86274,bu,373b845a8eb362f8dd343300874f1cb424d3d62c,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2014,grain,48721.70027,bu,d1f129caa6ad88c0ca2b6b274dbb225c3aa3e5f8,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2017,grain,66970.64082,bu,1676133eae5c08cbe6c1454e9fe269b40aeabffa,b3bd5efa1dbecf1a1a564b8bc6303c4a2c162fb1
CROP.SOYBEAN.COMMERCIAL,2015,grain,16376.51465,bu,a75d5706275a773d0c4a4697783e9a8421a06844,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,32732.85537,bu,acae71f7ed099a11cb511918d1be78df470139c5,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,64926.86509,bu,b78223432b759dedd332a6662cc614ef3e15b896,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,12504.09756,bu,315645c27aa18fb735ae335b0e42692ac62e0558,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,36772.49712,bu,6c6ce527973c4953e1c6294e3e45093a00b1a41b,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,97456.34243,bu,3989f9b7ba74184fd9233017582c50be37d97daf,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,13942.18191,bu,1769af5e396f1785e66f980a5bc21a4cd81e25f4,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2017,grain,22016.88916,bu,82b82a533543b08859a0a428b7425feb32757d29,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,72316.89087,bu,f06c46fe892d3c5b6857fedb2e2d98404a7acbaf,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,2234.174701,bu,62e2c677118c2b78f17c6ff57f42928173947564,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2017,grain,14235.8767,bu,84dfbd904feb88f18464430b17dafe47fe86ff36,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,71198.98145,bu,9e89b50c3732044c3426115d0ac17965ec85c3f1,2a880f4ff3ae665353219c9a52f4e982cdb433e2
CROP.CORN.COMMERCIAL,2017,grain,56455.08464,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,88871.18242,bu,d680800b4acc327425bf24f52e992aaffa610600,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,1729.459879,bu,aaeab87381522227199fe3d1a71e0741826abad2,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2017,grain,47242.1202,bu,9932ff9d5b3bd3b9cebc5136125ca0eeeab4fad5,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,54034.98252,bu,6efb4b2b07e734fb9ca207792856d073f41c67b2,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2016,grain,19673.54753,bu,66ee7d7025154e3aaa2bd3fb6974d33293eaa8de,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,65280.39995,bu,177980ee0fc6f8d942b7c218497a557ddeefeec7,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,131682.2412,bu,ea2866287de4cc6380ed7f73d8e217917f160f2c,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,3329.772239,bu,bacf71b3c5615b98c6c3e68de733bd3f8cf92f66,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,17704.31725,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,13172.9518,bu,3cefe3116a46b3452eb5f5038af9487c9f6fa42a,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2016,grain,1581.981978,bu,4d5b90ee18d570ec6b0dc27f64e44ee714b71d72,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2016,grain,12992.70641,bu,90d5d79a3c785a8be986cb246c27357c7c64e2eb,462c9ed4acd1c1b5ec3b130f3101b54cd5a66bfb
CROP.SOYBEAN.COMMERCIAL,2015,grain,17761.34189,bu,790456c61a24b82fdf2acd866fe9722919cb6358,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.SOYBEAN.COMMERCIAL,2015,grain,46483.46996,bu,8a6c9e8450dca9bcbb0587615af19832d8ef3569,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2017,grain,11178.89515,bu,d8af4f1c279187449da52e16a27539c9ce1344d2,2498aa02bfe5084932147db868715faf88ffcb41
CROP.CORN.COMMERCIAL,2015,grain,46048.88893,bu,fa2e631ada6896a07feec8520cdee0e2c40b8f9c,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2015,grain,18682.15801,bu,bcb438d1acefc74f5223fe1d70ccb2353cc6c38f,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2017,grain,51709.63718,bu,ea6ea24d1488a59ea8c4d258cf8ecb4b7fc497b4,485482977cd1d502b0b51d03d22710ae857ba701
CROP.SOYBEAN.COMMERCIAL,2015,grain,5873.740129,bu,6a0a29666d8f8a14360dae95a0369dceb6561c6f,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2015,grain,67490.45565,bu,a17cec4433a71722240d5ab3d3287d96b3d23110,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2016,grain,13654.84776,bu,a11ab706c2f1348764a6a67fd9928c5875c6e543,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2014,grain,33510.3342,bu,bcb438d1acefc74f5223fe1d70ccb2353cc6c38f,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2016,grain,40704.81472,bu,e9e1a8b54863aee1d2213377fc8d4ae93b4dfa96,462c9ed4acd1c1b5ec3b130f3101b54cd5a66bfb
CROP.CORN.COMMERCIAL,2014,grain,72532.86951,bu,0693c33638945a4ca51cc19c1bbc2adba2bd9dfc,ced5d63baaa0323be6503a0fa952c684ddce8745
CROP.CORN.COMMERCIAL,2015,grain,50091.0621,bu,d8bcc52defbf56e86d79dd3213d2dc422e7591b2,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2015,grain,72642.02775,bu,6c72c2cb8ac35f84e4cab5d22a9eb3c2e5783e69,106e6791d0f181b391cde800e74fdc14d529dc0a
CROP.CORN.COMMERCIAL,2017,grain,94698.3451,bu,d5f83dc39502efc6d373f7d8c17c991c95a97e21,7bdbf21b670c1107e808b2eb2032c11e69696e6b
CROP.CORN.COMMERCIAL,2016,grain,82975.7798,bu,84dfbd904feb88f18464430b17dafe47fe86ff36,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.SOYBEAN.COMMERCIAL,2015,grain,190.1339895,bu,930a31b273111ac76f4f8785152d93e799150f9c,598d17ec200eeb9e27ae829746ccf47c57761bc1
CROP.CORN.COMMERCIAL,2014,grain,10892.15056,bu,55ecf1d7f43b08670298ae01a75d32b5bc4457bd,726cce9d9800d792d1e0fbb83923ac4c6be4f668
CROP.CORN.COMMERCIAL,2015,grain,160421.4754,bu,17ba0791499db908433b80f37c5fbc89b870084b,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2016,grain,36347.20947,bu,a5f1c14abfaa22de1b1d397763eb174677acd98b,ced5d63baaa0323be6503a0fa952c684ddce8745
CROP.CORN.COMMERCIAL,2015,grain,80549.58553,bu,8dd2c1528419d4fcf5c05853c23dbeecc8d5768e,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.CORN.COMMERCIAL,2017,grain,39688.00177,bu,2c342a569083239fa3d37087a91d7d13fe828b6d,fe62dee029474d52346542845674529025594056
CROP.CORN.COMMERCIAL,2015,grain,11599.07012,bu,d1170f65e62dbdbb6abfdb0b72c3039126c88169,0966e34316e39217e4f26fbe20fc14e24c26567b
CROP.SOYBEAN.COMMERCIAL,2017,grain,12482.61591,bu,b712ac1d4550a50dba54876abbfa22112c7e67fa,2ec53b20e3a9f6ff73d290ef3e8e8f30a2a30235
CROP.CORN.COMMERCIAL,2016,grain,70587.75298,bu,7981b99bc96ab8c08b57ada47d6cb88bfef1e945,fe62dee029474d52346542845674529025594056
CROP.SOYBEAN.COMMERCIAL,2017,grain,5925.181832,bu,e43e639b2f5771063d245e90900301ac1b8b9167,fe62dee029474d52346542845674529025594056